year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases,mortality_rate_per_100k
2019,SVN,Slovenia,EURO,46.1,14.5,HFRS,37,0,37,0.0,33,10,0,0.0
2020,SVN,Slovenia,EURO,46.1,14.5,HFRS,36,0,36,0.0,33,14,0,0.0
2021,SVN,Slovenia,EURO,46.1,14.5,HFRS,34,0,34,0.0,26,11,0,0.0
2022,SVN,Slovenia,EURO,46.1,14.5,HFRS,36,0,36,0.0,28,12,0,0.0
2023,SVN,Slovenia,EURO,46.1,14.5,HFRS,50,1,49,0.02,45,13,0,1.96
2024,SVN,Slovenia,EURO,46.1,14.5,HFRS,32,0,32,0.0,26,9,0,0.0
2025,SVN,Slovenia,EURO,46.1,14.5,HFRS,28,0,28,0.0,21,10,0,0.0
1995,GRC,Greece,EURO,37.9,23.7,HFRS,14,0,14,0.0,10,4,0,0.0
1996,GRC,Greece,EURO,37.9,23.7,HFRS,14,0,14,0.0,12,4,0,0.0
1997,GRC,Greece,EURO,37.9,23.7,HFRS,16,0,16,0.0,14,7,0,0.0
1998,GRC,Greece,EURO,37.9,23.7,HFRS,11,0,11,0.0,8,2,0,0.0
1999,GRC,Greece,EURO,37.9,23.7,HFRS,16,0,16,0.0,14,6,0,0.0
2000,GRC,Greece,EURO,37.9,23.7,HFRS,17,0,17,0.0,13,3,0,0.0
2001,GRC,Greece,EURO,37.9,23.7,HFRS,16,0,16,0.0,12,4,0,0.0
2002,GRC,Greece,EURO,37.9,23.7,HFRS,20,0,20,0.0,16,7,0,0.0
2003,GRC,Greece,EURO,37.9,23.7,HFRS,13,0,13,0.0,11,4,0,0.0
2004,GRC,Greece,EURO,37.9,23.7,HFRS,16,0,16,0.0,14,6,0,0.0
2005,GRC,Greece,EURO,37.9,23.7,HFRS,13,0,13,0.0,11,4,0,0.0
2006,GRC,Greece,EURO,37.9,23.7,HFRS,14,0,14,0.0,12,4,0,0.0
2007,GRC,Greece,EURO,37.9,23.7,HFRS,17,0,17,0.0,13,5,0,0.0
2008,GRC,Greece,EURO,37.9,23.7,HFRS,21,0,21,0.0,17,6,0,0.0
2009,GRC,Greece,EURO,37.9,23.7,HFRS,16,0,16,0.0,15,6,0,0.0
2010,GRC,Greece,EURO,37.9,23.7,HFRS,19,0,19,0.0,16,4,0,0.0
2011,GRC,Greece,EURO,37.9,23.7,HFRS,14,0,14,0.0,12,4,0,0.0
2012,GRC,Greece,EURO,37.9,23.7,HFRS,17,0,17,0.0,14,6,0,0.0
2013,GRC,Greece,EURO,37.9,23.7,HFRS,16,0,16,0.0,12,3,0,0.0
2014,GRC,Greece,EURO,37.9,23.7,HFRS,18,0,18,0.0,14,6,0,0.0
2015,GRC,Greece,EURO,37.9,23.7,HFRS,18,0,18,0.0,16,4,0,0.0
2016,GRC,Greece,EURO,37.9,23.7,HFRS,15,0,15,0.0,13,5,0,0.0
2017,GRC,Greece,EURO,37.9,23.7,HFRS,21,0,21,0.0,19,7,0,0.0
2018,GRC,Greece,EURO,37.9,23.7,HFRS,15,0,15,0.0,11,4,0,0.0
2019,GRC,Greece,EURO,37.9,23.7,HFRS,13,0,13,0.0,11,4,0,0.0
2020,GRC,Greece,EURO,37.9,23.7,HFRS,13,0,13,0.0,9,3,0,0.0
2021,GRC,Greece,EURO,37.9,23.7,HFRS,14,0,14,0.0,12,6,0,0.0
2022,GRC,Greece,EURO,37.9,23.7,HFRS,21,0,21,0.0,19,9,0,0.0
2023,GRC,Greece,EURO,37.9,23.7,HFRS,17,0,17,0.0,13,6,0,0.0
2024,GRC,Greece,EURO,37.9,23.7,HFRS,23,0,23,0.0,21,9,0,0.0
2025,GRC,Greece,EURO,37.9,23.7,HFRS,21,0,21,0.0,19,5,0,0.0
1995,BGR,Bulgaria,EURO,42.7,23.3,HFRS,10,0,10,0.0,9,4,0,0.0
1996,BGR,Bulgaria,EURO,42.7,23.3,HFRS,11,0,11,0.0,8,2,0,0.0
1997,BGR,Bulgaria,EURO,42.7,23.3,HFRS,7,0,7,0.0,5,1,0,0.0
1998,BGR,Bulgaria,EURO,42.7,23.3,HFRS,7,0,7,0.0,5,1,0,0.0
1999,BGR,Bulgaria,EURO,42.7,23.3,HFRS,11,0,11,0.0,10,3,0,0.0
2000,BGR,Bulgaria,EURO,42.7,23.3,HFRS,8,0,8,0.0,6,2,0,0.0
2001,BGR,Bulgaria,EURO,42.7,23.3,HFRS,9,0,9,0.0,7,2,0,0.0
2002,BGR,Bulgaria,EURO,42.7,23.3,HFRS,13,0,13,0.0,10,4,0,0.0
2003,BGR,Bulgaria,EURO,42.7,23.3,HFRS,9,0,9,0.0,8,2,0,0.0
2004,BGR,Bulgaria,EURO,42.7,23.3,HFRS,7,0,7,0.0,5,2,0,0.0
2005,BGR,Bulgaria,EURO,42.7,23.3,HFRS,10,0,10,0.0,8,3,0,0.0
2006,BGR,Bulgaria,EURO,42.7,23.3,HFRS,7,0,7,0.0,5,1,0,0.0
2007,BGR,Bulgaria,EURO,42.7,23.3,HFRS,7,0,7,0.0,5,2,0,0.0
2008,BGR,Bulgaria,EURO,42.7,23.3,HFRS,9,0,9,0.0,7,3,0,0.0
2009,BGR,Bulgaria,EURO,42.7,23.3,HFRS,12,0,12,0.0,10,5,0,0.0
2010,BGR,Bulgaria,EURO,42.7,23.3,HFRS,9,0,9,0.0,8,4,0,0.0
2011,BGR,Bulgaria,EURO,42.7,23.3,HFRS,11,0,11,0.0,8,3,0,0.0
2012,BGR,Bulgaria,EURO,42.7,23.3,HFRS,10,0,10,0.0,8,4,0,0.0
2013,BGR,Bulgaria,EURO,42.7,23.3,HFRS,9,0,9,0.0,7,2,0,0.0
2014,BGR,Bulgaria,EURO,42.7,23.3,HFRS,10,0,10,0.0,7,2,0,0.0
2015,BGR,Bulgaria,EURO,42.7,23.3,HFRS,14,0,14,0.0,12,5,0,0.0
2016,BGR,Bulgaria,EURO,42.7,23.3,HFRS,12,0,12,0.0,9,3,0,0.0
2017,BGR,Bulgaria,EURO,42.7,23.3,HFRS,11,0,11,0.0,8,3,0,0.0
2018,BGR,Bulgaria,EURO,42.7,23.3,HFRS,9,0,9,0.0,7,2,0,0.0
2019,BGR,Bulgaria,EURO,42.7,23.3,HFRS,11,0,11,0.0,10,5,0,0.0
2020,BGR,Bulgaria,EURO,42.7,23.3,HFRS,10,0,10,0.0,8,3,0,0.0
2021,BGR,Bulgaria,EURO,42.7,23.3,HFRS,11,0,11,0.0,9,4,0,0.0
2022,BGR,Bulgaria,EURO,42.7,23.3,HFRS,14,0,14,0.0,12,3,0,0.0
2023,BGR,Bulgaria,EURO,42.7,23.3,HFRS,12,0,12,0.0,9,2,0,0.0
2024,BGR,Bulgaria,EURO,42.7,23.3,HFRS,9,0,9,0.0,8,3,0,0.0
2025,BGR,Bulgaria,EURO,42.7,23.3,HFRS,12,0,12,0.0,10,3,0,0.0
1990,NOR,Norway,EURO,59.9,10.7,HFRS,36,0,36,0.0,33,8,0,0.0
1991,NOR,Norway,EURO,59.9,10.7,HFRS,38,0,38,0.0,30,15,0,0.0
1992,NOR,Norway,EURO,59.9,10.7,HFRS,43,0,43,0.0,38,11,0,0.0
1993,NOR,Norway,EURO,59.9,10.7,HFRS,50,0,50,0.0,43,23,0,0.0
1994,NOR,Norway,EURO,59.9,10.7,HFRS,64,0,64,0.0,58,17,0,0.0
1995,NOR,Norway,EURO,59.9,10.7,HFRS,45,0,45,0.0,36,14,0,0.0
1996,NOR,Norway,EURO,59.9,10.7,HFRS,58,0,58,0.0,49,19,0,0.0
1997,NOR,Norway,EURO,59.9,10.7,HFRS,37,0,37,0.0,31,11,0,0.0
1998,NOR,Norway,EURO,59.9,10.7,HFRS,52,0,52,0.0,39,15,0,0.0
1999,NOR,Norway,EURO,59.9,10.7,HFRS,40,0,40,0.0,35,9,0,0.0
2000,NOR,Norway,EURO,59.9,10.7,HFRS,56,0,56,0.0,43,15,0,0.0
2001,NOR,Norway,EURO,59.9,10.7,HFRS,69,0,69,0.0,62,17,0,0.0
2002,NOR,Norway,EURO,59.9,10.7,HFRS,70,0,70,0.0,61,25,0,0.0
2003,NOR,Norway,EURO,59.9,10.7,HFRS,70,0,70,0.0,53,13,0,0.0
2004,NOR,Norway,EURO,59.9,10.7,HFRS,59,0,59,0.0,53,16,0,0.0
2005,NOR,Norway,EURO,59.9,10.7,HFRS,43,0,43,0.0,40,18,0,0.0
2006,NOR,Norway,EURO,59.9,10.7,HFRS,59,0,59,0.0,51,23,0,0.0
2007,NOR,Norway,EURO,59.9,10.7,HFRS,50,0,50,0.0,46,23,0,0.0
2008,NOR,Norway,EURO,59.9,10.7,HFRS,70,0,70,0.0,56,30,0,0.0
2009,NOR,Norway,EURO,59.9,10.7,HFRS,49,0,49,0.0,43,18,0,0.0
2010,NOR,Norway,EURO,59.9,10.7,HFRS,75,0,75,0.0,61,16,0,0.0
2011,NOR,Norway,EURO,59.9,10.7,HFRS,52,0,52,0.0,42,21,0,0.0
2012,NOR,Norway,EURO,59.9,10.7,HFRS,60,0,60,0.0,49,25,0,0.0
2013,NOR,Norway,EURO,59.9,10.7,HFRS,40,0,40,0.0,31,13,0,0.0
2014,NOR,Norway,EURO,59.9,10.7,HFRS,48,0,48,0.0,40,16,0,0.0
2015,NOR,Norway,EURO,59.9,10.7,HFRS,58,0,58,0.0,51,24,0,0.0
2016,NOR,Norway,EURO,59.9,10.7,HFRS,77,0,77,0.0,71,35,0,0.0
2017,NOR,Norway,EURO,59.9,10.7,HFRS,72,0,72,0.0,54,16,0,0.0
2018,NOR,Norway,EURO,59.9,10.7,HFRS,61,0,61,0.0,50,25,0,0.0
2019,NOR,Norway,EURO,59.9,10.7,HFRS,62,0,62,0.0,50,22,0,0.0
2020,NOR,Norway,EURO,59.9,10.7,HFRS,47,0,47,0.0,36,12,0,0.0
2021,NOR,Norway,EURO,59.9,10.7,HFRS,59,0,59,0.0,45,21,0,0.0
2022,NOR,Norway,EURO,59.9,10.7,HFRS,71,0,71,0.0,60,20,0,0.0
2023,NOR,Norway,EURO,59.9,10.7,HFRS,75,0,75,0.0,58,16,0,0.0
2024,NOR,Norway,EURO,59.9,10.7,HFRS,68,0,68,0.0,55,25,0,0.0
2025,NOR,Norway,EURO,59.9,10.7,HFRS,63,0,63,0.0,57,23,0,0.0
2016,SGP,Singapore,WPRO,1.3,103.8,HFRS,2,0,2,0.0,1,0,0,0.0
2017,SGP,Singapore,WPRO,1.3,103.8,HFRS,1,0,1,0.0,0,0,0,0.0
2018,SGP,Singapore,WPRO,1.3,103.8,HFRS,1,0,1,0.0,0,0,0,0.0
2019,SGP,Singapore,WPRO,1.3,103.8,HFRS,1,0,1,0.0,0,0,0,0.0
2020,SGP,Singapore,WPRO,1.3,103.8,HFRS,1,0,1,0.0,0,0,0,0.0
2021,SGP,Singapore,WPRO,1.3,103.8,HFRS,1,0,1,0.0,0,0,0,0.0
2022,SGP,Singapore,WPRO,1.3,103.8,HFRS,2,0,2,0.0,1,0,0,0.0
2023,SGP,Singapore,WPRO,1.3,103.8,HFRS,1,0,1,0.0,0,0,0,0.0
2024,SGP,Singapore,WPRO,1.3,103.8,HFRS,2,0,2,0.0,1,0,0,0.0
2025,SGP,Singapore,WPRO,1.3,103.8,HFRS,1,0,1,0.0,0,0,0,0.0
